date,open,close,high,low,vol,ret_1d,ret_5d,ret_20d,rsi_14,macd,macd_signal,macd_hist,vol_20d,vol_sma_5,vol_ratio
2024-03-22,109.332,109.332,109.333,109.326,415864.0,0.0003,0.0006,0.0019,85.2941,0.0413,0.0342,0.0071,0.002,392643.8,1.0591
2024-03-25,109.34,109.343,109.343,109.338,379323.0,0.0001,0.0006,0.0017,85.7955,0.044,0.0362,0.0079,0.0018,368846.6,1.0284
2024-03-26,109.338,109.339,109.344,109.332,412102.0,-0.0,0.0005,0.0017,83.4286,0.0454,0.038,0.0073,0.0018,379100.2,1.0871
2024-03-27,109.34,109.343,109.359,109.339,593385.0,0.0,0.0004,0.0018,82.2086,0.0462,0.0396,0.0065,0.0017,434896.0,1.3644
2024-03-28,109.344,109.332,109.354,109.315,530622.0,-0.0001,0.0003,0.0015,74.359,0.0454,0.0408,0.0046,0.0018,466259.2,1.138
2024-03-29,109.369,109.383,109.388,109.365,842631.0,0.0005,0.0005,0.0017,80.4878,0.0484,0.0423,0.0061,0.0021,551612.6,1.5276
2024-04-01,109.385,109.378,109.387,109.377,757551.0,-0.0,0.0003,0.0015,82.0896,0.0498,0.0438,0.006,0.0022,627258.2,1.2077
2024-04-02,109.385,109.384,109.385,109.378,719981.0,0.0001,0.0004,0.0015,89.5288,0.0507,0.0452,0.0055,0.0022,688834.0,1.0452
2024-04-03,109.426,109.43,109.431,109.426,688966.0,0.0004,0.0008,0.0019,91.0714,0.0546,0.0471,0.0075,0.0025,707950.2,0.9732
2024-04-08,109.451,109.45,109.453,109.447,562144.0,0.0002,0.0011,0.0019,91.1111,0.0586,0.0494,0.0092,0.0025,714254.6,0.787
2024-04-09,109.462,109.465,109.471,109.461,1291956.0,0.0001,0.0007,0.0019,91.0714,0.0623,0.052,0.0103,0.0025,804119.6,1.6067
2024-04-10,109.477,109.483,109.485,109.475,680893.0,0.0002,0.001,0.0021,91.6318,0.0659,0.0547,0.0111,0.0025,788788.0,0.8632
2024-04-11,109.492,109.495,109.496,109.491,1087117.0,0.0001,0.001,0.0023,91.6667,0.0689,0.0576,0.0113,0.0024,862215.2,1.2608
2024-04-12,109.521,109.534,109.537,109.519,1078895.0,0.0004,0.001,0.0028,92.5926,0.0736,0.0608,0.0128,0.0023,940201.0,1.1475
2024-04-15,109.552,109.555,109.557,109.548,917036.0,0.0002,0.001,0.0028,92.3954,0.0781,0.0642,0.0139,0.0023,1011179.4,0.9069
2024-04-16,109.558,109.561,109.563,109.558,1076764.0,0.0001,0.0009,0.0027,92.2481,0.0812,0.0676,0.0136,0.0024,968141.0,1.1122
2024-04-17,109.557,109.562,109.564,109.557,802274.0,0.0,0.0007,0.0026,93.7255,0.0828,0.0707,0.0122,0.0024,992417.2,0.8084
2024-04-18,109.569,109.577,109.579,109.569,1040900.0,0.0001,0.0007,0.0027,93.985,0.0843,0.0734,0.0109,0.0024,983173.8,1.0587
2024-04-19,109.6,109.598,109.6,109.595,1314007.0,0.0002,0.0006,0.0028,98.1884,0.0862,0.076,0.0103,0.0024,1030196.2,1.2755
2024-04-22,109.612,109.615,109.616,109.611,718998.0,0.0002,0.0005,0.0028,97.9339,0.0881,0.0784,0.0097,0.0024,990588.6,0.7258
2024-04-23,109.624,109.63,109.63,109.623,654111.0,0.0001,0.0006,0.0027,0.0,0.0897,0.0807,0.0091,0.0023,906058.0,0.7219
2024-04-24,109.639,109.639,109.642,109.638,696546.0,0.0001,0.0007,0.0027,0.0,0.0907,0.0827,0.0081,0.0023,884912.4,0.7871
2024-04-25,109.623,109.629,109.633,109.623,1062741.0,-0.0001,0.0005,0.0027,95.4338,0.0897,0.0841,0.0056,0.0024,889280.6,1.1951
2024-04-26,109.638,109.612,109.639,109.602,741184.0,-0.0002,0.0001,0.0025,87.5,0.0865,0.0846,0.0019,0.0026,774716.0,0.9567
2024-04-29,109.603,109.529,109.605,109.495,798532.0,-0.0008,-0.0008,0.0018,61.2676,0.0763,0.0829,-0.0066,0.004,790622.8,1.01
2024-04-30,109.596,109.64,109.64,109.596,1330664.0,0.001,0.0001,0.0023,70.8223,0.0764,0.0816,-0.0052,0.005,925933.4,1.4371
2024-05-06,109.641,109.651,109.653,109.64,846963.0,0.0001,0.0001,0.0025,70.7447,0.0765,0.0806,-0.0041,0.005,956016.8,0.8859
2024-05-07,109.668,109.668,109.672,109.666,771505.0,0.0002,0.0004,0.0026,68.9266,0.077,0.0799,-0.0029,0.005,897769.6,0.8594
2024-05-08,109.684,109.689,109.69,109.683,956584.0,0.0002,0.0007,0.0024,68.9266,0.0782,0.0795,-0.0013,0.0049,940849.6,1.0167
2024-05-09,109.693,109.696,109.697,109.691,934849.0,0.0001,0.0015,0.0022,69.0141,0.0788,0.0794,-0.0006,0.0049,968113.0,0.9656
2024-05-10,109.715,109.707,109.716,109.704,1323772.0,0.0001,0.0006,0.0022,69.863,0.0793,0.0794,-0.0001,0.0049,966734.6,1.3693
2024-05-13,109.717,109.72,109.721,109.715,516848.0,0.0001,0.0006,0.0022,69.697,0.0798,0.0794,0.0003,0.0049,900711.6,0.5738
2024-05-14,109.729,109.733,109.733,109.727,360491.0,0.0001,0.0006,0.0022,69.0141,0.0803,0.0796,0.0007,0.0049,818508.8,0.4404
2024-05-15,109.741,109.748,109.75,109.741,928957.0,0.0001,0.0005,0.002,68.8385,0.081,0.0799,0.0011,0.0048,812983.4,1.1427
2024-05-16,109.752,109.749,109.755,109.747,1280701.0,0.0,0.0005,0.0018,67.5516,0.0807,0.08,0.0006,0.0048,882153.8,1.4518
2024-05-17,109.761,109.76,109.764,109.757,1178851.0,0.0001,0.0005,0.0018,67.7419,0.0804,0.0801,0.0003,0.0048,853169.6,1.3817
2024-05-20,109.74,109.75,109.754,109.74,976791.0,-0.0001,0.0003,0.0017,67.7419,0.0784,0.0798,-0.0013,0.0048,945158.2,1.0335
2024-05-21,109.754,109.763,109.768,109.753,1344279.0,0.0001,0.0003,0.0017,72.4036,0.0771,0.0792,-0.0022,0.0048,1141915.8,1.1772
2024-05-22,109.769,109.771,109.772,109.767,569064.0,0.0001,0.0002,0.0016,96.1832,0.0758,0.0785,-0.0028,0.0048,1069937.2,0.5319
2024-05-23,109.785,109.79,109.791,109.783,1053001.0,0.0002,0.0004,0.0016,94.1176,0.0754,0.0779,-0.0025,0.0048,1024397.2,1.0279
2024-05-24,109.807,109.807,109.808,109.804,1161556.0,0.0002,0.0004,0.0016,94.3182,0.0756,0.0774,-0.0019,0.0048,1020938.2,1.1377
2024-05-27,109.814,109.817,109.819,109.813,565659.0,0.0001,0.0006,0.0016,94.0828,0.0757,0.0771,-0.0014,0.0048,938711.8,0.6026
2024-05-28,109.82,109.817,109.821,109.817,900252.0,0.0,0.0005,0.0017,93.2432,0.0749,0.0766,-0.0018,0.0048,849906.4,1.0592
2024-05-29,109.823,109.817,109.824,109.817,735579.0,0.0,0.0004,0.0019,92.9078,0.0734,0.076,-0.0026,0.0047,883209.4,0.8328
2024-05-30,109.821,109.828,109.83,109.821,955166.0,0.0001,0.0003,0.0027,92.9078,0.0723,0.0753,-0.003,0.0034,863642.4,1.106
2024-05-31,109.842,109.838,109.842,109.834,658802.0,0.0001,0.0003,0.0018,92.7536,0.0714,0.0745,-0.0031,0.0011,763091.6,0.8633
2024-06-03,109.847,109.852,109.852,109.847,815915.0,0.0001,0.0003,0.0018,92.8058,0.071,0.0738,-0.0028,0.0011,813142.8,1.0034
2024-06-04,109.859,109.862,109.865,109.858,659402.0,0.0001,0.0004,0.0018,92.5373,0.0707,0.0732,-0.0025,0.0011,764972.8,0.862
2024-06-05,109.866,109.868,109.87,109.866,947350.0,0.0001,0.0005,0.0016,92.8058,0.0701,0.0726,-0.0025,0.001,807327.0,1.1734
2024-06-06,109.872,109.874,109.876,109.87,1011114.0,0.0001,0.0004,0.0016,92.5373,0.0693,0.0719,-0.0026,0.001,818516.6,1.2353
2024-06-07,109.895,109.894,109.895,109.89,1101365.0,0.0002,0.0005,0.0017,0.0,0.0695,0.0714,-0.0019,0.0011,907029.2,1.2143
2024-06-11,109.899,109.895,109.9,109.891,1183432.0,0.0,0.0004,0.0016,0.0,0.069,0.0709,-0.002,0.0011,980532.6,1.2069
2024-06-12,109.897,109.893,109.899,109.891,1034681.0,-0.0,0.0003,0.0015,98.4127,0.0676,0.0703,-0.0027,0.0011,1055588.4,0.9802
2024-06-13,109.901,109.902,109.909,109.9,901037.0,0.0001,0.0003,0.0014,98.2759,0.0664,0.0695,-0.0031,0.0011,1046325.8,0.8611
2024-06-14,109.911,109.914,109.917,109.905,853740.0,0.0001,0.0004,0.0015,98.1982,0.0658,0.0688,-0.003,0.0011,1014851.0,0.8412
2024-06-17,109.929,109.93,109.931,109.928,715339.0,0.0001,0.0003,0.0015,98.2906,0.0657,0.0681,-0.0024,0.0011,937645.8,0.7629
2024-06-18,109.936,109.936,109.938,109.934,858244.0,0.0001,0.0004,0.0017,98.374,0.0655,0.0676,-0.0022,0.0009,872608.2,0.9835
2024-06-19,109.938,109.932,109.938,109.931,903107.0,-0.0,0.0004,0.0015,95.2756,0.0642,0.0669,-0.0027,0.001,846293.4,1.0671
2024-06-20,109.938,109.936,109.939,109.933,1099854.0,0.0,0.0003,0.0015,95.0,0.0628,0.0661,-0.0033,0.001,886056.8,1.2413
2024-06-21,109.951,109.952,109.953,109.947,1257469.0,0.0001,0.0003,0.0015,95.2381,0.0622,0.0653,-0.0031,0.001,966802.6,1.3006
2024-06-24,109.959,109.957,109.96,109.954,902788.0,0.0,0.0002,0.0014,94.8718,0.0615,0.0645,-0.0031,0.0009,1004292.4,0.8989
2024-06-25,109.963,109.961,109.964,109.96,590375.0,0.0,0.0002,0.0013,94.5946,0.0605,0.0637,-0.0032,0.0009,950718.6,0.621
2024-06-26,109.966,109.968,109.969,109.965,979644.0,0.0001,0.0003,0.0014,94.6429,0.0596,0.0629,-0.0033,0.0009,966026.0,1.0141
2024-06-27,109.965,109.977,109.986,109.964,804572.0,0.0001,0.0004,0.0015,94.7826,0.059,0.0621,-0.0032,0.0009,906969.6,0.8871
2024-06-28,110.0,110.011,110.013,109.999,938246.0,0.0003,0.0005,0.0017,95.3488,0.0605,0.0618,-0.0013,0.0012,843125.0,1.1128
2024-07-01,110.02,110.023,110.024,110.015,840973.0,0.0001,0.0006,0.0017,95.7143,0.062,0.0618,0.0001,0.0012,830762.0,1.0123
2024-07-02,110.021,110.028,110.029,110.021,709407.0,0.0,0.0006,0.0016,97.2028,0.0628,0.062,0.0008,0.0012,854568.4,0.8301
