date,open,close,high,low,vol,amt,amp,pct,chg,turnover,ret_1d,ret_5d,ret_20d,rsi_14,macd,macd_signal,macd_hist,vol_20d,vol_sma_5,vol_ratio
2024-06-17,105.315,105.3,105.315,105.294,101863,1072617569.2,0.02,0.01,0.013,47.29,0.0001,0.0001,0.0037,89.1892,0.1276,0.1312,-0.0037,0.0043,44833.4,2.272
2024-06-18,105.299,105.326,105.331,105.29,67564,711569012.4,0.04,0.02,0.026,31.36,0.0002,0.0002,0.0033,88.9231,0.1256,0.1301,-0.0045,0.0039,53123.2,1.2718
2024-06-19,105.321,105.372,105.38,105.32,63984,674057501.8,0.06,0.04,0.046,29.7,0.0004,0.0007,0.0038,89.3175,0.1263,0.1294,-0.003,0.0039,62077.6,1.0307
2024-06-20,105.384,105.389,105.399,105.376,26278,276938605.5,0.02,0.02,0.017,12.2,0.0002,0.0011,0.0038,89.4118,0.1268,0.1289,-0.002,0.0039,62013.8,0.4237
2024-06-21,105.389,105.364,105.389,105.358,62685,660515257.92,0.03,-0.02,-0.025,29.1,-0.0002,0.0007,0.003,83.2877,0.1237,0.1278,-0.0041,0.0039,64474.8,0.9722
2024-06-24,105.359,105.413,105.413,105.359,81685,860859116.8,0.05,0.05,0.049,37.92,0.0005,0.0011,0.0034,82.2157,0.1238,0.127,-0.0032,0.004,60439.2,1.3515
2024-06-25,105.414,105.472,105.478,105.414,78962,832763227.0,0.06,0.06,0.059,36.66,0.0006,0.0014,0.0041,84.557,0.1272,0.1271,0.0001,0.0041,62718.8,1.259
2024-06-26,105.478,105.509,105.533,105.478,35815,377921259.96,0.05,0.04,0.037,16.63,0.0004,0.0013,0.0041,83.9474,0.1314,0.1279,0.0034,0.0041,57085.0,0.6274
2024-06-27,105.512,105.576,105.583,105.512,73088,771552545.3,0.07,0.06,0.067,33.93,0.0006,0.0018,0.0045,87.1332,0.1384,0.13,0.0084,0.0043,66447.0,1.0999
2024-06-28,105.607,105.597,105.615,105.582,37709,398182800.5,0.03,0.02,0.021,17.5,0.0002,0.0022,0.0045,86.3309,0.1441,0.1328,0.0113,0.0043,61451.8,0.6136
2024-07-01,105.594,105.53,105.615,105.505,116538,1230705156.7,0.1,-0.06,-0.067,54.1,-0.0006,0.0011,0.0039,73.617,0.1415,0.1346,0.007,0.0052,68422.4,1.7032
2024-07-02,105.48,105.587,105.588,105.479,63883,674302160.6,0.1,0.05,0.057,29.66,0.0005,0.0011,0.0038,78.2524,0.1425,0.1362,0.0063,0.0051,65406.6,0.9767
2024-07-03,105.6,105.629,105.634,105.576,24351,257181110.6,0.05,0.04,0.042,11.3,0.0004,0.0011,0.0041,82.8678,0.1449,0.1379,0.007,0.0051,63113.8,0.3858
2024-07-04,105.629,105.645,105.647,105.609,42177,445557556.2,0.04,0.02,0.016,19.58,0.0002,0.0007,0.0037,83.0258,0.1465,0.1396,0.0068,0.005,56931.6,0.7408
2024-07-05,105.645,105.578,105.645,105.556,72130,761599370.0,0.08,-0.06,-0.067,33.48,-0.0006,-0.0002,0.0031,73.3221,0.1407,0.1398,0.0008,0.0058,63815.8,1.1303
2024-07-08,105.573,105.487,105.573,105.429,29929,315693107.5,0.14,-0.09,-0.091,13.89,-0.0009,-0.0004,0.0018,62.1785,0.1273,0.1373,-0.0101,0.0067,46494.0,0.6437
2024-07-09,105.495,105.575,105.58,105.492,42941,453345655.9,0.08,0.08,0.088,19.93,0.0008,-0.0001,0.0025,64.4381,0.1223,0.1343,-0.012,0.0072,42305.6,1.015
2024-07-10,105.573,105.573,105.574,105.526,39846,420641141.7,0.05,0.0,-0.002,18.5,-0.0,-0.0005,0.0026,63.3721,0.1169,0.1308,-0.0139,0.0072,45404.6,0.8776
2024-07-11,105.571,105.588,105.588,105.557,62376,658571880.0,0.03,0.01,0.015,28.96,0.0001,-0.0005,0.003,66.5192,0.1125,0.1272,-0.0146,0.0071,49444.4,1.2615
2024-07-12,105.607,105.636,105.643,105.605,40407,426842707.7,0.04,0.05,0.048,18.76,0.0005,0.0005,0.0033,66.4697,0.1116,0.1241,-0.0124,0.0071,43099.8,0.9375
2024-07-15,105.636,105.665,105.684,105.632,36551,386214758.1,0.05,0.03,0.029,16.97,0.0003,0.0017,0.0035,64.915,0.112,0.1217,-0.0097,0.0071,44424.2,0.8228
2024-07-16,105.665,105.657,105.696,105.626,68709,726103332.641,0.07,-0.01,-0.008,31.9,-0.0001,0.0008,0.0031,61.9741,0.1104,0.1194,-0.009,0.0072,49577.8,1.3859
2024-07-17,105.685,105.685,105.686,105.668,17258,182378643.8,0.02,0.03,0.028,8.01,0.0003,0.0011,0.003,59.4128,0.11,0.1175,-0.0075,0.0071,45060.2,0.383
2024-07-18,105.679,105.669,105.698,105.664,21057,222524228.0,0.03,-0.02,-0.016,9.77,-0.0002,0.0008,0.0027,56.2718,0.1073,0.1155,-0.0082,0.0072,36796.4,0.5723
2024-07-19,105.67,105.694,105.695,105.67,16119,170358463.7,0.02,0.02,0.025,7.48,0.0002,0.0005,0.0031,65.4135,0.1059,0.1136,-0.0077,0.0071,31938.8,0.5047
2024-07-22,105.758,105.817,105.834,105.758,40582,429390750.4,0.07,0.12,0.123,18.84,0.0012,0.0014,0.0038,69.2308,0.1134,0.1135,-0.0001,0.0079,32745.0,1.2393
2024-07-23,105.821,105.905,105.908,105.821,17281,182984551.2,0.08,0.08,0.088,8.02,0.0008,0.0023,0.0041,71.4286,0.125,0.1158,0.0092,0.0081,22459.4,0.7694
2024-07-24,105.905,105.884,105.905,105.872,24375,258094176.9,0.03,-0.02,-0.021,11.32,-0.0002,0.0019,0.0036,68.4129,0.131,0.1188,0.0121,0.0082,23882.8,1.0206
2024-07-25,105.882,105.874,105.932,105.866,18359,194396331.0,0.06,-0.01,-0.01,8.52,-0.0001,0.0019,0.0028,75.0,0.1334,0.1218,0.0116,0.0081,23343.2,0.7865
2024-07-26,105.895,105.9,105.92,105.882,18169,192410730.4,0.04,0.02,0.026,8.43,0.0002,0.0019,0.0029,89.1841,0.1358,0.1246,0.0113,0.0081,23753.2,0.7649
2024-07-29,105.897,105.891,105.915,105.886,29718,314704731.3,0.03,-0.01,-0.009,13.8,-0.0001,0.0007,0.0034,85.2679,0.1355,0.1267,0.0087,0.0076,21580.4,1.3771
2024-07-30,105.91,105.919,105.926,105.905,57573,609817122.9,0.02,0.03,0.028,26.73,0.0003,0.0001,0.0031,86.4979,0.1359,0.1286,0.0073,0.0075,29638.8,1.9425
2024-07-31,105.953,105.984,106.026,105.952,57176,605924916.3,0.07,0.06,0.065,26.54,0.0006,0.0009,0.0034,87.7863,0.1398,0.1308,0.009,0.0076,36199.0,1.5795
2024-08-01,105.984,106.051,106.058,105.984,26187,277643650.0,0.07,0.06,0.067,12.16,0.0006,0.0017,0.0038,88.2136,0.1467,0.134,0.0127,0.0078,37764.6,0.6934
2024-08-02,106.081,106.093,106.124,106.071,47777,506904818.0,0.05,0.04,0.042,22.18,0.0004,0.0018,0.0049,88.4892,0.1537,0.138,0.0158,0.0072,43686.2,1.0936
2024-08-05,106.097,106.147,106.147,106.097,29642,314552544.5,0.05,0.05,0.054,13.76,0.0005,0.0024,0.0063,90.6977,0.1618,0.1427,0.0191,0.0059,43671.0,0.6788
2024-08-06,106.12,106.083,106.12,106.042,51313,544309966.9,0.07,-0.06,-0.064,23.82,-0.0006,0.0015,0.0048,81.1912,0.1612,0.1464,0.0148,0.0064,42419.0,1.2097
2024-08-07,106.085,106.093,106.111,106.084,53532,567938244.8,0.03,0.01,0.01,24.85,0.0001,0.001,0.0049,83.5443,0.1597,0.1491,0.0106,0.0064,41690.2,1.284
2024-08-08,106.074,106.025,106.078,106.01,50026,530506095.6,0.06,-0.06,-0.068,23.22,-0.0006,-0.0002,0.0041,74.5185,0.1512,0.1495,0.0017,0.0071,46458.0,1.0768
2024-08-09,106.02,105.94,106.02,105.929,56533,598941149.4,0.09,-0.08,-0.085,26.24,-0.0008,-0.0014,0.0029,59.6546,0.1361,0.1468,-0.0107,0.0079,48209.2,1.1727
2024-08-12,105.9,105.816,105.91,105.815,24002,254079527.6,0.09,-0.12,-0.124,11.14,-0.0012,-0.0031,0.0014,43.3878,0.1128,0.14,-0.0272,0.0091,47081.2,0.5098
2024-08-13,105.818,105.92,105.933,105.815,37785,400108001.834,0.11,0.1,0.104,17.54,0.001,-0.0015,0.0025,52.381,0.1016,0.1323,-0.0307,0.0097,44375.6,0.8515
2024-08-14,105.95,105.975,106.035,105.95,39299,416656719.572,0.08,0.05,0.055,18.24,0.0005,-0.0011,0.0027,56.3046,0.096,0.1251,-0.0291,0.0097,41529.0,0.9463
2024-08-15,105.985,105.885,106.01,105.885,74177,786032767.868,0.12,-0.08,-0.09,34.43,-0.0008,-0.0013,0.002,49.1329,0.0834,0.1167,-0.0334,0.0103,46359.2,1.6
2024-08-16,105.915,105.901,105.929,105.896,38981,412884123.8,0.03,0.02,0.016,18.1,0.0002,-0.0004,0.002,50.5734,0.0738,0.1082,-0.0343,0.0103,42848.8,0.9097
2024-08-19,105.886,105.895,105.911,105.885,32794,347284313.9,0.02,-0.01,-0.006,15.22,-0.0001,0.0007,0.0007,48.5882,0.065,0.0995,-0.0345,0.0095,44607.2,0.7352
2024-08-20,105.931,105.878,105.931,105.862,62105,657546293.1,0.07,-0.02,-0.017,28.83,-0.0002,-0.0004,-0.0003,43.3915,0.056,0.0908,-0.0348,0.0091,49471.2,1.2554
2024-08-21,105.877,105.791,105.878,105.777,25477,269617823.484,0.1,-0.08,-0.087,11.83,-0.0008,-0.0017,-0.0009,34.1849,0.0413,0.0809,-0.0396,0.0095,46706.8,0.5455
2024-08-22,105.885,105.895,105.905,105.863,56600,599340296.7,0.04,0.1,0.104,26.27,0.001,0.0001,0.0002,38.8009,0.0377,0.0723,-0.0346,0.0102,43191.4,1.3104
2024-08-23,105.9,105.953,105.961,105.878,42054,445418714.26,0.08,0.05,0.058,19.52,0.0005,0.0005,0.0005,39.0766,0.039,0.0656,-0.0266,0.0103,43806.0,0.96
2024-08-26,105.966,105.977,105.995,105.949,43845,464722252.2,0.04,0.02,0.024,20.35,0.0002,0.0008,0.0008,43.75,0.0416,0.0608,-0.0193,0.0103,46016.2,0.9528
2024-08-27,105.976,105.922,105.976,105.908,64672,685163176.1,0.06,-0.05,-0.055,30.02,-0.0005,0.0004,0.0,40.4255,0.0387,0.0564,-0.0177,0.0105,46529.6,1.3899
2024-08-28,105.916,105.945,105.946,105.899,42862,453948251.5,0.04,0.02,0.023,19.9,0.0002,0.0015,-0.0004,45.283,0.0378,0.0527,-0.0149,0.0103,50006.6,0.8571
2024-08-29,105.95,105.931,105.994,105.921,51408,544631730.7,0.07,-0.01,-0.014,23.86,-0.0001,0.0003,-0.0011,49.4208,0.0356,0.0493,-0.0137,0.01,48968.2,1.0498
2024-08-30,105.968,105.936,105.968,105.901,45201,478771040.3,0.06,0.0,0.005,20.98,0.0,-0.0002,-0.0015,59.1185,0.0338,0.0462,-0.0123,0.0098,49597.6,0.9114
2024-09-02,105.993,106.063,106.079,105.993,50505,535612104.6,0.08,0.12,0.127,23.45,0.0012,0.0008,-0.0008,60.4993,0.0422,0.0454,-0.0032,0.0106,50929.6,0.9917
2024-09-03,106.064,106.13,106.134,106.06,51928,551013315.2,0.07,0.06,0.067,24.11,0.0006,0.002,0.0004,61.1833,0.0536,0.047,0.0066,0.0107,48380.8,1.0733
2024-09-04,106.14,106.124,106.191,106.104,47464,503748129.9,0.08,-0.01,-0.006,22.03,-0.0001,0.0017,0.0003,69.6223,0.0615,0.0499,0.0116,0.0107,49301.2,0.9627
2024-09-05,106.142,106.151,106.168,106.142,56090,595455305.7,0.02,0.03,0.027,26.04,0.0003,0.0021,0.0012,70.1613,0.0691,0.0538,0.0153,0.0104,50237.6,1.1165
2024-09-06,106.153,106.174,106.174,106.135,45922,487519314.696,0.04,0.02,0.023,21.32,0.0002,0.0022,0.0022,71.8995,0.0761,0.0582,0.0179,0.0099,50381.8,0.9115
2024-09-09,106.173,106.202,106.223,106.162,66164,702537005.8,0.06,0.03,0.028,30.71,0.0003,0.0013,0.0036,75.0,0.083,0.0632,0.0198,0.0087,53513.6,1.2364
2024-09-10,106.202,106.206,106.213,106.165,51202,543819110.7,0.05,0.0,0.004,23.77,0.0,0.0007,0.0027,86.7257,0.0877,0.0681,0.0196,0.0082,53368.4,0.9594
2024-09-11,106.208,106.292,106.295,106.208,46620,495429919.8,0.08,0.08,0.086,21.64,0.0008,0.0016,0.003,86.2888,0.0973,0.0739,0.0234,0.0084,53199.6,0.8763
2024-09-12,106.292,106.29,106.324,106.27,25414,270177255.9,0.05,0.0,-0.002,11.8,-0.0,0.0013,0.0038,84.3177,0.1035,0.0799,0.0237,0.0076,47064.4,0.54
2024-09-13,106.291,106.317,106.33,106.291,28223,300053106.8,0.04,0.03,0.027,13.1,0.0003,0.0013,0.0039,84.413,0.1094,0.0858,0.0236,0.0076,43524.6,0.6484
2024-09-18,106.331,106.319,106.366,106.3,22202,236036766.3,0.06,0.0,0.002,10.31,0.0,0.0011,0.004,95.0113,0.1129,0.0912,0.0217,0.0076,34732.2,0.6392
2024-09-19,106.318,106.26,106.362,106.255,39833,423450103.4,0.1,-0.06,-0.059,18.49,-0.0006,0.0005,0.0036,83.0189,0.1097,0.0949,0.0148,0.0079,32458.4,1.2272
2024-09-20,106.294,106.319,106.32,106.293,54871,583347710.1,0.03,0.06,0.059,25.47,0.0006,0.0003,0.005,87.1648,0.1106,0.098,0.0125,0.0071,34108.6,1.6087
2024-09-23,106.32,106.321,106.352,106.308,63891,679320743.6,0.04,0.0,0.002,29.66,0.0,0.0003,0.004,87.0906,0.1102,0.1005,0.0097,0.0066,41804.0,1.5283
2024-09-24,106.358,106.325,106.358,106.264,13889,147661034.7,0.09,0.0,0.004,6.45,0.0,0.0001,0.0035,83.0808,0.1089,0.1022,0.0068,0.0064,38937.2,0.3567
2024-09-25,106.329,106.47,106.472,106.329,55378,589498885.024,0.13,0.14,0.145,25.71,0.0014,0.0014,0.0047,85.865,0.1183,0.1054,0.0129,0.0077,45572.4,1.2152
2024-09-26,106.495,106.461,106.53,106.458,31910,339816661.8,0.07,-0.01,-0.009,14.81,-0.0001,0.0019,0.0051,85.3249,0.1236,0.109,0.0145,0.0073,43987.8,0.7254
2024-09-27,106.411,106.244,106.411,106.239,10638,113113368.6,0.16,-0.2,-0.217,4.94,-0.002,-0.0007,0.0028,56.9715,0.109,0.109,-0.0,0.0109,35141.2,0.3027
2024-09-30,106.159,106.138,106.159,105.3,13788,146039936.802,0.81,-0.1,-0.106,6.4,-0.001,-0.0017,0.002,47.6,0.0878,0.1048,-0.0169,0.0116,25120.6,0.5489
2024-10-08,106.157,106.035,106.157,105.208,23910,253337444.099,0.89,-0.1,-0.103,11.1,-0.001,-0.0027,0.0009,39.8788,0.0621,0.0962,-0.0342,0.0122,27124.8,0.8815
2024-10-09,106.044,106.019,106.138,105.948,12939,137143637.2,0.18,-0.02,-0.016,6.01,-0.0002,-0.0042,-0.0004,38.8292,0.0399,0.085,-0.0451,0.0115,18637.0,0.6943
2024-10-10,106.08,106.196,106.198,106.08,27568,292649847.85,0.11,0.17,0.177,12.8,0.0017,-0.0025,0.0006,44.8276,0.0362,0.0752,-0.039,0.0128,17768.6,1.5515
2024-10-11,106.346,106.306,106.346,106.258,33359,354586562.5,0.08,0.1,0.11,15.49,0.001,0.0006,0.0017,50.7722,0.0416,0.0685,-0.0269,0.0132,22312.8,1.4951
2024-10-14,106.322,106.32,106.379,106.305,65746,699209569.1,0.07,0.01,0.014,30.52,0.0001,0.0017,0.0016,50.1466,0.0465,0.0641,-0.0176,0.0132,32704.4,2.0103
2024-10-15,106.339,106.388,106.388,106.338,42100,447720242.5,0.05,0.06,0.068,19.54,0.0006,0.0033,0.002,53.168,0.0553,0.0623,-0.007,0.0134,36342.4,1.1584
2024-10-16,106.391,106.362,106.4,106.362,26809,285183654.9,0.04,-0.02,-0.026,12.45,-0.0002,0.0032,0.0015,54.8295,0.0594,0.0618,-0.0023,0.0134,39116.4,0.6854
2024-10-17,106.336,106.396,106.417,106.336,34793,370151576.5,0.08,0.03,0.034,16.15,0.0003,0.0019,0.0018,53.7342,0.0647,0.0624,0.0024,0.0134,40561.4,0.8578
2024-10-18,106.445,106.382,106.466,106.352,12227,130082984.19,0.11,-0.01,-0.014,5.68,-0.0001,0.0007,0.0008,52.9243,0.067,0.0633,0.0037,0.0132,36335.0,0.3365
