date,open,close,high,low,vol,amt,amp,pct,chg,turnover
2024-04-16,133.446,133.373,133.446,133.284,38683.0,524038437.0,0.12,-0.05,-0.073,15.49
2024-04-17,133.373,133.408,133.438,133.373,34128.0,462501503.0,0.05,0.03,0.035,13.66
2024-04-18,133.456,133.514,133.525,133.388,31451.0,426368681.0,0.1,0.08,0.106,12.59
2024-04-19,133.575,133.602,133.632,133.575,68993.0,936298335.0,0.04,0.07,0.088,27.62
2024-04-22,133.616,133.683,133.686,133.616,30708.0,416881888.0,0.05,0.06,0.081,12.29
2024-04-23,133.694,133.873,133.875,133.689,29838.0,405530649.0,0.14,0.14,0.19,11.95
2024-04-24,133.681,133.514,133.873,133.464,34713.0,471142568.0,0.31,-0.27,-0.359,13.9
2024-04-25,133.522,133.609,133.678,133.522,31794.0,431549647.0,0.12,0.07,0.095,12.73
2024-04-26,133.661,133.385,133.736,133.376,28061.0,380788172.0,0.27,-0.17,-0.224,11.24
2024-04-29,133.521,132.825,133.521,132.408,10692.0,144190462.0,0.83,-0.42,-0.56,4.28
2024-04-30,132.966,133.208,133.236,132.966,36085.0,488135623.0,0.2,0.29,0.383,14.45
2024-05-06,133.213,133.421,133.421,132.954,18296.0,247889785.0,0.35,0.16,0.213,7.33
2024-05-07,133.538,133.587,133.691,133.441,29758.0,403983601.0,0.19,0.12,0.166,11.91
2024-05-08,133.587,133.611,133.63,133.575,28353.0,384760094.0,0.04,0.02,0.024,11.35
2024-05-09,133.546,133.492,133.556,133.455,41169.0,558285771.0,0.08,-0.09,-0.119,16.48
2024-05-10,133.484,133.468,133.52,133.45,29335.0,397753233.0,0.05,-0.02,-0.024,11.74
2024-05-13,133.508,133.612,133.615,133.496,27803.0,377206359.0,0.09,0.11,0.144,11.13
2024-05-14,133.645,133.687,133.722,133.617,38968.0,529176557.0,0.08,0.06,0.075,15.6
2024-05-15,133.693,133.686,133.747,133.627,34142.0,463696607.0,0.09,0.0,-0.001,13.67
2024-05-16,133.674,133.622,133.674,133.552,33005.0,447901104.0,0.09,-0.05,-0.064,13.21
2024-05-17,133.524,133.523,133.606,133.423,38343.0,520056659.0,0.14,-0.07,-0.099,15.35
2024-05-20,133.598,133.685,133.686,133.526,33931.0,460591794.0,0.12,0.12,0.162,13.59
2024-05-21,133.693,133.615,133.693,133.594,32296.0,438365632.0,0.07,-0.05,-0.07,12.93
2024-05-22,133.628,133.673,133.676,133.618,33810.0,459043440.0,0.04,0.04,0.058,13.54
2024-05-23,133.706,133.767,133.774,133.706,34495.0,468626305.0,0.05,0.07,0.094,13.81
2024-05-24,133.795,133.77,133.802,133.734,32052.0,435493170.0,0.05,0.0,0.003,12.83
2024-05-27,133.769,133.736,133.769,133.7,35643.0,484134371.0,0.05,-0.03,-0.034,14.27
2024-05-28,133.753,133.812,133.817,133.739,30882.0,419630816.0,0.06,0.06,0.076,12.36
2024-05-29,133.862,133.884,133.896,133.825,28917.0,393217257.0,0.05,0.05,0.072,11.58
2024-05-30,133.882,133.937,133.944,133.881,28778.0,391452427.0,0.05,0.04,0.053,11.52
2024-05-31,133.876,133.914,133.955,133.876,35903.0,488344735.0,0.06,-0.02,-0.023,14.37
2024-06-03,133.921,134.056,134.056,133.919,43246.0,588590463.0,0.1,0.11,0.142,17.31
2024-06-04,134.036,134.088,134.095,134.02,35781.0,487162149.0,0.06,0.02,0.032,14.33
2024-06-05,134.054,134.127,134.245,134.054,33142.0,451510230.0,0.14,0.03,0.039,13.27
2024-06-06,134.129,134.101,134.166,134.055,28371.0,386461629.0,0.08,-0.02,-0.026,11.36
2024-06-07,134.111,134.15,134.151,134.104,32798.0,446804856.0,0.04,0.04,0.049,13.13
2024-06-11,134.15,134.15,134.194,134.114,26420.0,359971961.0,0.06,0.0,0.0,10.58
2024-06-12,134.139,134.132,134.18,134.107,25551.0,348113356.0,0.05,-0.01,-0.018,10.23
2024-06-13,134.134,134.145,134.173,134.133,28111.0,383015862.0,0.03,0.01,0.013,11.26
2024-06-14,134.161,134.166,134.175,134.129,33934.0,462389224.0,0.03,0.02,0.021,13.59
2024-06-17,134.168,134.223,134.224,134.167,27625.0,376491110.0,0.04,0.04,0.057,11.06
2024-06-18,134.223,134.26,134.278,134.223,28487.0,388415339.0,0.04,0.03,0.037,11.41
2024-06-19,134.262,134.287,134.319,134.067,53157.0,724892385.0,0.19,0.02,0.027,21.28
2024-06-20,134.372,134.402,134.406,134.32,30529.0,416635556.0,0.06,0.09,0.115,12.22
2024-06-21,134.405,134.333,134.405,134.288,29703.0,405267714.0,0.09,-0.05,-0.069,11.89
2024-06-24,134.333,134.416,134.421,134.227,28418.0,387723210.0,0.14,0.06,0.083,11.38
2024-06-25,134.411,134.458,134.516,134.41,38625.0,527605233.0,0.08,0.03,0.042,15.46
2024-06-26,134.491,134.558,134.573,134.491,35230.0,481371445.0,0.06,0.07,0.1,14.11
2024-06-27,134.57,134.699,134.708,134.57,31055.0,424762226.0,0.1,0.1,0.141,12.43
2024-06-28,134.734,134.795,134.842,134.729,49050.0,671355110.0,0.08,0.07,0.096,19.64
2024-07-01,134.826,134.568,134.876,134.456,8915.0,121957868.0,0.31,-0.17,-0.227,3.57
2024-07-02,134.535,134.691,134.694,134.227,34446.0,470877130.0,0.35,0.09,0.123,13.79
2024-07-03,134.713,134.903,134.935,134.713,40451.0,553749871.0,0.16,0.16,0.212,16.2
2024-07-04,134.928,134.83,134.928,134.803,64538.0,883819042.0,0.09,-0.05,-0.073,25.84
2024-07-05,134.831,134.724,134.878,134.676,45067.0,616550151.0,0.15,-0.08,-0.106,18.04
2024-07-08,134.584,134.457,134.584,134.307,46433.0,633828016.0,0.21,-0.2,-0.267,18.59
2024-07-09,134.531,134.625,134.628,134.531,34476.0,471260267.0,0.07,0.12,0.168,13.8
2024-07-10,134.625,134.711,134.718,134.575,40662.0,556048440.0,0.11,0.06,0.086,16.28
2024-07-11,134.71,134.704,134.721,134.624,44301.0,605995419.0,0.07,-0.01,-0.007,17.74
2024-07-12,134.731,134.812,134.843,134.731,32251.0,441525725.0,0.08,0.08,0.108,12.91
2024-07-15,134.826,134.864,134.88,134.812,34516.0,472735322.0,0.05,0.04,0.052,13.82
2024-07-16,134.866,134.863,134.89,134.759,32254.0,441735710.0,0.1,0.0,-0.001,12.91
2024-07-17,134.867,134.895,134.925,134.836,38830.0,531856232.0,0.07,0.02,0.032,15.55
2024-07-18,134.902,134.854,134.903,134.813,18601.0,254751432.0,0.07,-0.03,-0.041,7.45
2024-07-19,134.857,134.946,134.951,134.857,38215.0,523565601.0,0.07,0.07,0.092,15.3
2024-07-22,135.088,135.237,135.296,134.986,30731.0,421893553.0,0.23,0.22,0.291,12.3
2024-07-23,135.36,135.382,135.386,135.259,45656.0,627477998.0,0.09,0.11,0.145,18.28
2024-07-24,135.393,135.384,135.438,135.326,40589.0,557941088.0,0.08,0.0,0.002,16.25
2024-07-25,135.384,135.404,135.484,135.377,35684.0,490721426.0,0.08,0.01,0.02,14.29
2024-07-26,135.42,135.463,135.477,135.399,18868.0,259492947.0,0.06,0.04,0.059,7.55
2024-07-29,135.476,135.44,135.476,135.414,34882.0,479801006.0,0.05,-0.02,-0.023,13.97
2024-07-30,135.445,135.46,135.492,135.4,38542.0,530140343.0,0.07,0.01,0.02,15.43
2024-07-31,135.526,135.557,135.646,135.497,32067.0,441450945.0,0.11,0.07,0.097,12.84
2024-08-01,135.65,135.783,135.896,135.546,24949.0,343700335.0,0.26,0.17,0.226,9.99
2024-08-02,135.866,135.984,136.184,135.854,25648.0,354010935.0,0.24,0.15,0.201,10.27
2024-08-05,135.99,136.035,136.146,135.886,38029.0,525168199.0,0.19,0.04,0.051,15.23
2024-08-06,135.812,135.836,135.857,135.497,27544.0,379823604.0,0.26,-0.15,-0.199,11.03
2024-08-07,135.83,136.027,136.106,135.83,39797.0,549421280.0,0.2,0.14,0.191,15.93
2024-08-08,135.996,135.907,135.996,135.694,40429.0,557716555.0,0.22,-0.09,-0.12,16.19
2024-08-09,135.718,135.722,135.743,135.621,29740.0,409834442.0,0.09,-0.14,-0.185,11.91
2024-08-12,135.446,135.1,135.645,135.096,48832.0,670790971.0,0.4,-0.46,-0.622,19.55
2024-08-13,135.214,135.505,135.564,135.105,56401.0,775790600.0,0.34,0.3,0.405,22.58
2024-08-14,135.654,135.632,135.885,135.579,36982.0,509655437.0,0.23,0.09,0.127,14.81
2024-08-15,135.632,135.496,135.732,135.447,24381.0,335713097.0,0.21,-0.1,-0.136,9.76
2024-08-16,135.481,135.473,135.561,135.416,36548.0,502938450.0,0.11,-0.02,-0.023,14.63
2024-08-19,135.559,135.532,135.559,135.424,41832.0,575601000.0,0.1,0.04,0.059,16.75
2024-08-20,135.534,135.51,135.534,135.467,40906.0,562956075.0,0.05,-0.02,-0.022,16.38
2024-08-21,135.509,135.363,135.536,135.351,52970.0,728438040.0,0.14,-0.11,-0.147,21.21
2024-08-22,135.564,135.639,135.641,135.397,21531.0,296505454.0,0.18,0.2,0.276,8.62
2024-08-23,135.629,135.84,135.842,135.626,39433.0,543410882.0,0.16,0.15,0.201,15.79
2024-08-26,135.836,135.842,135.896,135.715,31747.0,437899175.0,0.13,0.0,0.002,12.71
2024-08-27,135.728,135.752,135.842,135.725,41563.0,573048361.0,0.09,-0.07,-0.09,16.64
2024-08-28,135.731,135.797,135.802,135.666,48146.0,663689773.0,0.1,0.03,0.045,19.28
2024-08-29,135.797,135.723,135.851,135.716,35408.0,488190046.0,0.1,-0.05,-0.074,14.18
2024-08-30,135.748,135.681,135.774,135.56,32779.0,451610334.0,0.16,-0.03,-0.042,13.12
2024-09-02,135.924,136.002,136.046,135.725,43363.0,598891652.0,0.24,0.24,0.321,17.36
2024-09-03,136.053,136.185,136.186,135.955,42128.0,582406440.0,0.17,0.13,0.183,16.87
2024-09-04,136.264,136.233,136.382,136.146,42708.0,590911718.0,0.17,0.04,0.048,17.1
2024-09-05,136.304,136.319,136.394,136.304,34083.0,471901680.0,0.07,0.06,0.086,13.65
2024-09-06,136.302,136.364,136.405,136.234,32606.0,451442774.0,0.13,0.03,0.045,13.05
2024-09-09,136.364,136.437,136.615,136.364,10826.0,149963461.0,0.18,0.05,0.073,4.33
2024-09-10,136.487,136.555,136.575,136.438,30735.0,425915369.0,0.1,0.09,0.118,12.31
2024-09-11,136.556,136.762,136.779,136.553,24002.0,333183361.0,0.17,0.15,0.207,9.61
2024-09-12,136.762,136.547,136.808,136.544,15217.0,211198651.0,0.19,-0.16,-0.215,6.09
2024-09-13,136.686,136.741,136.784,136.644,14481.0,201007071.0,0.1,0.14,0.194,5.8
2024-09-18,136.875,136.775,136.875,136.741,11386.0,158139154.0,0.1,0.02,0.034,4.56
2024-09-19,136.801,136.591,136.816,136.551,26325.0,365367755.0,0.19,-0.13,-0.184,10.54
2024-09-20,136.633,136.69,136.715,136.622,26995.0,374644194.0,0.07,0.07,0.099,10.81
2024-09-23,136.724,136.72,136.801,136.702,20696.0,287365284.0,0.07,0.02,0.03,8.29
2024-09-24,136.802,136.568,136.864,136.411,23423.0,325022013.0,0.33,-0.11,-0.152,9.38
2024-09-25,136.351,136.893,136.936,136.198,17573.0,243887602.0,0.54,0.24,0.325,7.04
2024-09-26,137.037,136.786,137.037,136.726,18483.0,256839374.0,0.23,-0.08,-0.107,7.4
2024-09-27,136.576,136.206,136.576,136.097,9873.0,136649607.0,0.35,-0.42,-0.58,3.95
2024-09-30,134.896,135.74,135.784,133.546,29722.0,408040372.0,1.64,-0.34,-0.466,11.9
2024-10-08,134.945,135.686,135.998,134.945,18848.0,259664706.0,0.78,-0.04,-0.054,7.55
2024-10-09,135.805,135.966,136.396,135.697,24818.0,342442212.0,0.52,0.21,0.28,9.94
2024-10-10,135.916,136.294,136.376,135.898,13708.0,189523482.0,0.35,0.24,0.328,5.49
2024-10-11,136.381,136.366,136.475,136.246,33894.0,469396265.0,0.17,0.05,0.072,13.57
2024-10-14,136.38,136.344,136.476,136.316,32374.0,448294641.0,0.12,-0.02,-0.022,12.96
2024-10-15,136.385,136.38,136.385,136.325,32637.0,451883611.0,0.04,0.03,0.036,13.07
2024-10-16,136.43,136.399,136.443,136.363,46099.0,638376064.0,0.06,0.01,0.019,18.46
2024-10-17,136.402,136.587,136.596,136.323,52197.0,723563962.0,0.2,0.14,0.188,20.9
2024-10-18,136.656,136.433,136.676,136.293,72249.0,1000947534.0,0.28,-0.11,-0.154,28.93
2024-10-21,136.433,136.415,136.482,136.32,34468.0,477447413.0,0.12,-0.01,-0.018,13.8
2024-10-22,136.411,136.221,136.446,136.196,17004.0,235453765.0,0.18,-0.14,-0.194,6.81
2024-10-23,136.181,136.082,136.218,135.962,44680.0,617394854.0,0.19,-0.1,-0.139,17.89
2024-10-24,136.095,136.136,136.22,136.095,40460.0,559374573.0,0.09,0.04,0.054,16.2
2024-10-25,136.137,136.124,136.146,136.065,48924.0,676179307.0,0.06,-0.01,-0.012,19.59
2024-10-28,136.172,136.151,136.224,136.128,31677.0,437979923.0,0.07,0.02,0.027,12.68
2024-10-29,136.178,136.288,136.295,136.166,17659.0,244297751.0,0.09,0.1,0.137,7.07
2024-10-30,136.496,136.331,136.496,136.272,19408.0,268680316.0,0.16,0.03,0.043,7.77
2024-10-31,136.337,136.32,136.338,136.241,16582.0,229504083.0,0.07,-0.01,-0.011,6.64
2024-11-01,136.424,136.527,136.531,136.373,10652.0,147606218.0,0.12,0.15,0.207,4.26
2024-11-04,136.588,136.586,136.609,136.526,14599.0,202478306.0,0.06,0.04,0.059,5.85
2024-11-05,136.57,136.574,136.624,136.522,22315.0,309446791.0,0.07,-0.01,-0.012,8.93
2024-11-06,136.579,136.625,136.696,136.579,10041.0,139311498.0,0.09,0.04,0.051,4.02
2024-11-07,136.653,136.745,136.776,136.653,20181.0,280148422.0,0.09,0.09,0.12,8.08
2024-11-08,136.627,136.798,136.801,136.627,44914.0,623820729.0,0.13,0.04,0.053,17.98
2024-11-11,136.821,136.836,136.855,136.773,12833.0,178281047.0,0.06,0.03,0.038,5.14
2024-11-12,136.861,137.027,137.046,136.861,18063.0,251271818.0,0.14,0.14,0.191,7.23
2024-11-13,137.023,137.026,137.045,136.976,21947.0,305333619.0,0.05,0.0,-0.001,8.79
2024-11-14,137.029,137.033,137.036,136.953,17297.0,240601059.0,0.06,0.01,0.007,6.93
2024-11-15,137.038,137.131,137.221,137.038,10855.0,151113900.0,0.13,0.07,0.098,4.35
2024-11-18,137.117,137.056,137.118,136.932,37385.0,520176740.0,0.14,-0.05,-0.075,14.97
2024-11-19,137.054,137.025,137.083,136.954,10371.0,144314270.0,0.09,-0.02,-0.031,4.15
2024-11-20,137.071,137.12,137.13,137.069,16014.0,222917818.0,0.04,0.07,0.095,6.41
2024-11-21,137.135,137.207,137.211,137.121,33598.0,467966528.0,0.07,0.06,0.087,13.45
2024-11-22,137.251,137.233,137.257,137.185,37658.0,524686907.0,0.05,0.02,0.026,15.08
2024-11-25,137.233,137.346,137.347,137.14,13868.0,193324700.0,0.15,0.08,0.113,5.55
2024-11-26,137.346,137.319,137.396,137.267,31489.0,438998863.0,0.09,-0.02,-0.027,12.61
2024-11-27,137.296,137.26,137.318,137.252,23838.0,332261446.0,0.05,-0.04,-0.059,9.54
2024-11-28,137.259,137.358,137.363,137.259,29668.0,413599030.0,0.08,0.07,0.098,11.88
2024-11-29,137.401,137.435,137.443,137.334,26459.0,369125332.0,0.08,0.06,0.077,10.59
2024-12-02,137.583,137.74,137.754,137.435,23929.0,334502591.0,0.23,0.22,0.305,9.58
2024-12-03,137.775,137.713,137.824,137.703,32736.0,457763394.0,0.09,-0.02,-0.027,13.11
2024-12-04,137.716,137.834,137.861,137.716,33480.0,468453598.0,0.11,0.09,0.121,13.4
2024-12-05,137.831,137.864,137.887,137.716,21527.0,301263806.0,0.12,0.02,0.03,8.62
2024-12-06,137.862,137.821,137.886,137.817,76784.0,1074468242.0,0.05,-0.03,-0.043,30.74
2024-12-09,137.822,137.833,137.871,137.821,24478.0,342553708.0,0.04,0.01,0.012,9.8
2024-12-10,137.776,138.269,138.29,137.747,46065.0,646045300.0,0.39,0.32,0.436,18.44
2024-12-11,138.246,138.278,138.312,138.046,31006.0,435188652.0,0.19,0.01,0.009,12.41
2024-12-12,138.307,138.459,138.524,138.307,34696.0,487421064.0,0.16,0.13,0.181,13.89
2024-12-13,138.766,138.951,138.993,138.766,37769.0,532686553.0,0.16,0.36,0.492,15.12
2024-12-16,139.05,139.059,139.3,139.048,20894.0,295108021.0,0.18,0.08,0.108,8.37
2024-12-17,139.0,138.859,139.0,138.813,99246.0,1399074018.0,0.13,-0.14,-0.2,39.74
2024-12-18,138.921,138.851,139.06,138.603,19936.0,280967253.0,0.33,-0.01,-0.008,7.98
2024-12-19,138.867,138.896,138.965,138.867,34594.0,487811661.0,0.07,0.03,0.045,13.85
2024-12-20,139.087,139.333,139.396,139.086,22046.0,311518796.0,0.22,0.31,0.437,8.83
2024-12-23,139.401,139.257,139.498,139.215,39287.0,555449871.0,0.2,-0.05,-0.076,15.73
2024-12-24,139.226,139.149,139.281,139.144,30995.0,437956407.0,0.1,-0.08,-0.108,12.41
2024-12-25,139.15,138.891,139.187,138.849,20638.0,291154302.0,0.24,-0.19,-0.258,8.26
2024-12-26,138.921,138.893,138.983,138.883,28753.0,405468565.0,0.07,0.0,0.002,11.51
2024-12-27,139.016,139.184,139.195,138.962,29039.0,410049161.0,0.17,0.21,0.291,11.63
2024-12-30,139.163,138.899,139.166,138.851,18093.0,255258235.0,0.23,-0.2,-0.285,7.24
2024-12-31,139.046,139.112,139.142,138.907,23833.0,336517938.0,0.17,0.15,0.213,9.54
2025-01-02,139.256,139.307,139.334,139.156,27487.0,388656746.0,0.13,0.14,0.195,11.01
2025-01-03,139.366,139.683,139.695,139.366,21161.0,299664872.0,0.24,0.27,0.376,8.47
2025-01-06,139.703,139.685,139.895,139.497,31543.0,447313768.0,0.28,0.0,0.002,12.63
2025-01-07,139.689,139.454,139.689,139.349,15614.0,221098456.0,0.24,-0.17,-0.231,6.25
2025-01-08,139.406,139.499,139.571,139.406,34266.0,485293134.0,0.12,0.03,0.045,13.72
2025-01-09,139.447,139.194,139.497,139.166,26075.0,368708413.0,0.24,-0.22,-0.305,10.44
2025-01-10,138.846,139.105,139.183,138.557,15031.0,211894199.0,0.45,-0.06,-0.089,6.02
2025-01-13,139.098,138.935,139.098,138.797,32960.0,464892516.0,0.22,-0.12,-0.17,13.2
2025-01-14,138.915,139.007,139.025,138.756,23460.0,330815325.0,0.19,0.05,0.072,9.39
2025-01-15,139.146,139.163,139.241,139.135,37847.0,534647062.0,0.08,0.11,0.156,15.15
2025-01-16,139.125,139.139,139.221,139.012,26141.0,369128199.0,0.15,-0.02,-0.024,10.47
2025-01-17,139.189,139.074,139.189,139.062,24902.0,351623333.0,0.09,-0.05,-0.065,9.97
2025-01-20,139.024,139.085,139.116,138.981,82198.0,1160577519.0,0.1,0.01,0.011,32.91
2025-01-21,138.982,139.115,139.122,138.982,10240.0,144584689.0,0.1,0.02,0.03,4.1
2025-01-22,139.196,139.206,139.243,139.184,124685.0,1761877034.0,0.04,0.07,0.091,49.92
2025-01-23,139.155,139.042,139.161,138.989,126339.0,1783187892.0,0.12,-0.12,-0.164,50.58
2025-01-24,139.038,138.9,139.038,138.808,154365.0,2176190516.0,0.17,-0.1,-0.142,61.8
2025-01-27,139.018,139.392,139.395,139.018,118679.0,1677881693.0,0.27,0.35,0.492,47.52
2025-02-05,139.327,139.355,139.384,139.058,104712.0,1480642754.0,0.23,-0.03,-0.037,41.92
2025-02-06,139.369,139.49,139.508,139.318,110857.0,1568559965.0,0.14,0.1,0.135,44.38
2025-02-07,139.514,139.407,139.555,139.396,158454.0,2242793282.0,0.11,-0.06,-0.083,63.44
2025-02-10,139.361,139.177,139.361,139.154,151570.0,2141896017.0,0.15,-0.16,-0.23,60.69
2025-02-11,139.161,139.144,139.233,139.092,52802.0,745854857.0,0.1,-0.02,-0.033,21.14
2025-02-12,139.154,139.146,139.237,139.134,28326.0,400237911.0,0.07,0.0,0.002,11.34
2025-02-13,139.148,139.123,139.149,139.065,152223.0,2149203552.0,0.06,-0.02,-0.023,60.95
2025-02-14,139.122,138.822,139.122,138.811,144112.0,2031037213.0,0.22,-0.22,-0.301,57.7
2025-02-17,138.814,138.728,138.814,138.626,15595.0,219615204.0,0.14,-0.07,-0.094,6.24
2025-02-18,138.718,138.533,138.718,138.377,157012.0,2208975781.0,0.25,-0.14,-0.195,62.86
2025-02-19,138.557,138.713,138.715,138.511,146661.0,2062844991.0,0.15,0.13,0.18,58.72
2025-02-20,138.714,138.479,138.714,138.406,58578.0,824264508.0,0.22,-0.17,-0.234,23.45
2025-02-21,138.376,138.346,138.569,138.176,157081.0,2204531142.0,0.28,-0.1,-0.133,62.89
2025-02-24,138.246,137.96,138.296,137.827,158630.0,2224846986.0,0.34,-0.28,-0.386,63.51
2025-02-25,138.075,138.149,138.352,137.808,18767.0,263078803.0,0.39,0.14,0.189,7.51
2025-02-26,138.189,138.161,138.339,138.103,145746.0,2044656259.0,0.17,0.01,0.012,58.35
2025-02-27,138.172,138.103,138.246,138.062,153011.0,2146722170.0,0.13,-0.04,-0.058,61.26
2025-02-28,138.082,138.15,138.236,137.928,20762.0,291037256.0,0.22,0.03,0.047,8.31
2025-03-03,138.186,138.496,138.532,138.108,156581.0,2197633370.0,0.31,0.25,0.346,62.69
2025-03-04,138.608,138.49,138.759,138.329,21393.0,300824219.0,0.31,0.0,-0.006,8.57
2025-03-05,138.476,138.442,138.57,138.439,149918.0,2108131530.0,0.09,-0.03,-0.048,60.02
2025-03-06,138.432,138.313,138.432,138.235,149712.0,2101496941.0,0.14,-0.09,-0.129,59.94
2025-03-07,138.182,138.033,138.182,137.896,18771.0,262948958.0,0.21,-0.2,-0.28,7.52
2025-03-10,137.895,137.801,137.991,137.782,23009.0,322151634.0,0.15,-0.17,-0.232,9.21
2025-03-11,137.831,137.477,137.847,137.423,12963.0,181089081.0,0.31,-0.24,-0.324,5.19
2025-03-12,137.426,137.969,138.029,137.271,183836.0,2567643999.0,0.55,0.36,0.492,73.6
2025-03-13,137.896,137.987,138.146,137.826,20625.0,289055370.0,0.23,0.01,0.018,8.26
2025-03-14,137.887,137.962,138.024,137.637,52481.0,734683334.0,0.28,-0.02,-0.025,21.01
2025-03-17,137.834,137.675,137.84,137.667,12210.0,170742795.0,0.13,-0.21,-0.287,4.89
2025-03-18,137.658,137.776,137.852,137.625,23671.0,331114763.0,0.16,0.07,0.101,9.48
2025-03-19,137.776,137.688,137.894,137.636,32373.0,452586542.0,0.19,-0.06,-0.088,12.96
2025-03-20,137.808,137.861,137.946,137.796,37766.0,528672465.0,0.11,0.13,0.173,15.12
2025-03-21,137.908,137.808,137.908,137.802,13837.0,193642852.0,0.08,-0.04,-0.053,5.54
2025-03-24,137.776,137.74,137.801,137.686,14798.0,206968095.0,0.08,-0.05,-0.068,5.92
2025-03-25,137.911,137.913,137.966,137.816,40245.0,563393410.0,0.11,0.13,0.173,16.11
2025-03-26,137.903,138.072,138.079,137.84,8144.0,114073831.0,0.17,0.12,0.159,3.26
2025-03-27,138.076,138.123,138.154,137.998,11059.0,155030948.0,0.11,0.04,0.051,4.43
2025-03-28,138.114,138.093,138.199,138.041,9230.0,129437244.0,0.11,-0.02,-0.03,3.7
2025-03-31,138.089,138.083,138.19,138.056,90483.0,1268608186.0,0.1,-0.01,-0.01,36.23
2025-04-01,138.127,138.076,138.18,138.052,70994.0,995092985.0,0.09,-0.01,-0.007,28.42
2025-04-02,138.074,138.178,138.201,138.03,18733.0,262688842.0,0.12,0.07,0.102,7.5
2025-04-03,138.366,138.69,138.726,138.301,21176.0,297898903.0,0.31,0.37,0.512,8.48
2025-04-07,139.041,139.113,139.166,138.932,23109.0,326222256.0,0.17,0.3,0.423,9.25
2025-04-08,138.948,138.999,139.636,138.831,68766.0,970298725.0,0.58,-0.08,-0.114,27.53
2025-04-09,139.086,139.08,139.134,138.888,22420.0,316324997.0,0.18,0.06,0.081,8.98
