date,open,close,high,low,vol,amt,amp,pct,chg,turnover
2025-04-23,107.607,107.629,107.638,107.607,20992,225924622.350,0.03,-0.01,-0.014,9.74
2025-04-24,107.631,107.604,107.668,107.604,22804,245451123.100,0.06,-0.02,-0.025,10.59
2025-04-25,107.634,107.661,107.682,107.601,22459,241779881.000,0.08,0.05,0.057,10.43
2025-04-28,107.672,107.657,107.673,107.638,11054,119016478.800,0.03,0.0,-0.004,5.13
2025-04-29,107.66,107.726,107.736,107.66,13171,141882581.200,0.07,0.06,0.069,6.11
2025-04-30,107.789,107.808,107.811,107.726,22608,243675294.200,0.08,0.08,0.082,10.49
2025-05-06,107.799,107.748,107.799,107.724,33967,365954009.500,0.07,-0.06,-0.060,15.77
2025-05-07,107.783,107.798,107.835,107.768,20244,218199961.400,0.06,0.05,0.050,9.40
2025-05-08,107.848,107.889,107.895,107.843,18831,203149561.050,0.05,0.08,0.091,8.74
2025-05-09,107.916,107.929,107.992,107.916,22482,242652715.400,0.07,0.04,0.040,10.44
2025-05-12,107.902,107.95,107.972,107.868,22212,239775440.500,0.10,0.02,0.021,10.31
2025-05-13,107.912,107.949,107.961,107.888,48579,524427256.748,0.07,0.0,-0.001,22.55
2025-05-14,107.907,107.939,107.984,107.907,66198,714584391.800,0.07,-0.01,-0.010,30.73
2025-05-15,107.939,107.9,107.94,107.859,26733,288414941.780,0.08,-0.04,-0.039,12.41
2025-05-16,107.899,107.822,107.899,107.803,38228,412148731.000,0.09,-0.07,-0.078,17.75
2025-05-19,107.89,107.831,107.89,107.808,6407,69083944.349,0.08,0.01,0.009,2.97
2025-05-20,107.85,107.868,107.889,107.85,19183,206937778.832,0.04,0.03,0.037,8.90
2025-05-21,107.861,107.871,107.879,107.86,19726,212785815.700,0.02,0.0,0.003,9.16
2025-05-22,107.883,107.88,107.909,107.852,14835,160058691.300,0.05,0.01,0.009,6.89
2025-05-23,107.88,107.875,107.88,107.852,14892,160630681.000,0.03,0.0,-0.005,6.91
2025-05-26,107.91,107.865,107.91,107.854,47490,512246936.800,0.05,-0.01,-0.010,22.05
2025-05-27,107.873,107.852,107.9,107.852,21971,237019674.600,0.04,-0.01,-0.013,10.20
2025-05-28,107.84,107.838,107.857,107.833,58437,630172806.300,0.02,-0.01,-0.014,27.13
2025-05-29,107.838,107.81,107.838,107.789,26945,290491899.800,0.05,-0.03,-0.028,12.51
2025-05-30,107.85,107.879,107.919,107.85,23192,250173497.900,0.06,0.06,0.069,10.77
2025-06-03,107.879,107.862,107.885,107.835,25325,273168712.100,0.05,-0.02,-0.017,11.76
2025-06-04,107.851,107.87,107.88,107.851,23537,253881036.990,0.03,0.01,0.008,10.93
2025-06-05,107.888,107.886,107.912,107.866,35274,380613809.200,0.04,0.01,0.016,16.37
2025-06-06,107.921,107.939,107.952,107.921,27645,298394349.753,0.03,0.05,0.053,12.83
2025-06-09,107.955,107.986,107.994,107.955,95998,1036613191.847,0.04,0.04,0.047,44.56
2025-06-10,107.998,107.997,108.013,107.97,171770,1855061301.000,0.04,0.01,0.011,79.74
2025-06-11,107.991,108.015,108.018,107.983,52579,567824522.100,0.03,0.02,0.018,24.41
2025-06-12,108.013,107.991,108.013,107.983,57686,623003361.500,0.03,-0.02,-0.024,26.78
2025-06-13,107.991,107.997,108.036,107.991,63660,687534328.200,0.04,0.01,0.006,29.55
2025-06-16,108.0,107.982,108.026,107.975,26605,287349211.400,0.05,-0.01,-0.015,12.35
2025-06-17,107.988,108.051,108.076,107.983,68845,743676530.000,0.09,0.06,0.069,31.96
2025-06-18,108.071,108.068,108.079,108.054,30139,325696915.600,0.02,0.02,0.017,13.99
2025-06-19,108.072,108.077,108.107,108.066,32691,353362052.052,0.04,0.01,0.009,15.18
2025-06-20,108.094,108.084,108.118,108.071,66442,718111144.500,0.04,0.01,0.007,30.84
2025-06-23,108.097,108.082,108.099,108.079,33488,361954592.470,0.02,0.0,-0.002,15.55
2025-06-24,108.078,108.059,108.092,108.057,30079,325089856.000,0.03,-0.02,-0.023,13.96
2025-06-25,108.089,108.065,108.105,108.055,34222,369930211.400,0.05,0.01,0.006,15.89
2025-06-26,108.072,108.061,108.08,108.048,46300,500360762.700,0.03,0.0,-0.004,21.49
2025-06-27,108.095,108.1,108.12,108.086,23289,251749304.700,0.03,0.04,0.039,10.81
2025-06-30,108.109,108.101,108.126,108.086,32635,352811923.100,0.04,0.0,0.001,15.15
2025-07-01,108.114,108.126,108.13,108.102,66841,722651183.100,0.03,0.02,0.025,31.03
2025-07-02,108.144,108.175,108.182,108.126,48150,520709813.400,0.05,0.05,0.049,22.35
2025-07-03,108.19,108.185,108.194,108.167,16398,177409176.900,0.02,0.01,0.010,7.61
2025-07-04,108.203,108.211,108.212,108.167,48071,520081726.000,0.04,0.02,0.026,22.32
2025-07-07,108.258,108.166,108.258,108.153,26881,290835240.440,0.10,-0.04,-0.045,12.48
2025-07-08,108.168,108.134,108.176,108.125,22264,240761703.340,0.05,-0.03,-0.032,10.34
2025-07-09,108.127,108.123,108.143,108.109,47039,508612833.700,0.03,-0.01,-0.011,21.84
2025-07-10,108.125,108.091,108.13,108.091,49236,532312650.200,0.04,-0.03,-0.032,22.86
2025-07-11,108.09,108.059,108.1,108.048,24960,269739095.290,0.05,-0.03,-0.032,11.59
2025-07-14,108.079,108.04,108.079,108.034,37189,401817428.500,0.04,-0.02,-0.019,17.26
2025-07-15,108.06,108.098,108.1,108.06,32857,355136263.000,0.04,0.05,0.058,15.25
2025-07-16,108.103,108.126,108.138,108.103,25776,278688605.600,0.03,0.03,0.028,11.97
2025-07-17,108.126,108.129,108.142,108.121,31022,335429192.400,0.02,0.0,0.003,14.40
2025-07-18,108.13,108.108,108.13,108.101,147931,1599314977.388,0.03,-0.02,-0.021,68.67
2025-07-21,108.11,108.109,108.115,108.097,52573,568352805.700,0.02,0.0,0.001,24.41
2025-07-22,108.112,108.104,108.131,108.1,34563,373698756.470,0.03,0.0,-0.005,16.04
2025-07-23,108.093,108.081,108.099,108.025,38237,413145302.047,0.07,-0.02,-0.023,17.75
2025-07-24,108.082,107.998,108.097,107.992,34626,373985772.200,0.10,-0.08,-0.083,16.07
2025-07-25,107.999,107.958,107.999,107.899,19290,208296017.400,0.09,-0.04,-0.040,8.95
2025-07-28,108.01,108.007,108.06,107.991,24845,268335486.322,0.06,0.05,0.049,11.53
2025-07-29,108.004,107.983,108.048,107.98,18938,204544061.100,0.06,-0.02,-0.024,8.79
2025-07-30,107.985,108.0,108.01,107.95,24397,263405316.198,0.06,0.02,0.017,11.33
2025-07-31,108.045,108.089,108.09,108.038,45203,488469603.076,0.05,0.08,0.089,20.98
2025-08-01,108.061,108.077,108.078,108.049,56995,615952510.810,0.03,-0.01,-0.012,26.46
2025-08-04,108.114,108.07,108.131,108.07,8171,88330288.800,0.06,-0.01,-0.007,3.79
2025-08-05,108.058,108.068,108.076,108.051,34650,374431038.700,0.02,0.0,-0.002,16.08
2025-08-06,108.06,108.081,108.095,108.06,28253,305381001.540,0.03,0.01,0.013,13.12
2025-08-07,108.102,108.121,108.145,108.102,18272,197554247.600,0.04,0.04,0.040,8.48
2025-08-08,108.195,108.159,108.195,108.13,31110,336452690.900,0.06,0.04,0.038,14.44
2025-08-11,108.159,108.11,108.249,108.103,20430,220915590.110,0.13,-0.05,-0.049,9.48
2025-08-12,108.12,108.098,108.159,108.08,28602,309147242.600,0.07,-0.01,-0.012,13.28
2025-08-13,108.05,108.112,108.117,108.043,25185,272267807.630,0.07,0.01,0.014,11.69
2025-08-14,108.139,108.091,108.151,108.081,47172,509910240.345,0.06,-0.02,-0.021,21.90
2025-08-15,108.099,108.1,108.141,108.088,31635,342045488.070,0.05,0.01,0.009,14.69
2025-08-18,108.083,107.971,108.083,107.95,57338,619094613.400,0.12,-0.12,-0.129,26.62
2025-08-19,107.971,107.97,107.993,107.942,66690,720147119.678,0.05,0.0,-0.001,30.96
2025-08-20,108.064,107.96,108.064,107.959,26599,287293783.800,0.10,-0.01,-0.010,12.35
2025-08-21,107.975,108.0,108.01,107.924,76294,823740367.200,0.08,0.04,0.040,35.42
2025-08-22,108.0,107.993,108.029,107.974,71692,774334858.300,0.05,-0.01,-0.007,33.28
2025-08-25,107.993,108.014,108.027,107.928,35068,378751996.772,0.09,0.02,0.021,16.28
2025-08-26,108.018,108.038,108.088,108.007,21290,229989128.100,0.07,0.02,0.024,9.88
2025-08-27,108.039,108.055,108.08,108.029,34194,369470510.100,0.05,0.02,0.017,15.87
2025-08-28,108.087,108.02,108.092,108.014,26689,288368692.230,0.07,-0.03,-0.035,12.39
2025-08-29,108.02,108.03,108.04,108.005,26212,283162795.600,0.03,0.01,0.010,12.17
2025-09-01,108.034,108.075,108.076,108.009,41417,447578235.400,0.06,0.04,0.045,19.23
2025-09-02,108.075,108.08,108.099,108.066,92196,996429666.504,0.03,0.0,0.005,42.80
2025-09-03,108.104,108.145,108.173,108.104,32425,350644801.691,0.06,0.06,0.065,15.05
2025-09-04,108.2,108.184,108.22,108.146,40500,438246890.844,0.07,0.04,0.039,18.80
2025-09-05,108.178,108.127,108.178,108.096,27821,300881663.700,0.08,-0.05,-0.057,12.91
2025-09-08,108.127,108.1,108.134,108.06,24946,269733654.479,0.07,-0.02,-0.027,11.58
2025-09-09,108.1,108.078,108.107,108.058,28289,305755962.300,0.05,-0.02,-0.022,13.13
2025-09-10,108.078,107.987,108.078,107.982,45987,496725071.300,0.09,-0.08,-0.091,21.35
2025-09-11,107.992,107.995,110.001,107.925,39871,430714925.700,1.92,0.01,0.008,18.51
2025-09-12,107.995,108.001,108.02,107.976,27943,301783498.676,0.04,0.01,0.006,12.97
2025-09-15,108.009,108.05,108.078,108.009,36161,390793037.957,0.06,0.05,0.049,16.79
2025-09-16,108.054,108.048,108.055,107.981,43206,466708840.850,0.07,0.0,-0.002,20.06
2025-09-17,108.1,108.135,108.149,108.071,71102,768698249.090,0.07,0.08,0.087,33.01
2025-09-18,108.135,108.115,108.148,108.105,82277,889618036.945,0.04,-0.02,-0.020,38.19
2025-09-19,108.113,108.089,108.135,108.065,34809,376379836.826,0.06,-0.02,-0.026,16.16
2025-09-22,108.098,108.094,108.159,108.088,32535,351808337.720,0.07,0.0,0.005,15.10
2025-09-23,108.095,108.075,108.105,108.066,30658,331361469.110,0.04,-0.02,-0.019,14.23
2025-09-24,108.07,108.055,108.136,108.022,36170,390913614.800,0.11,-0.02,-0.020,16.79
2025-09-25,107.971,108.004,108.028,107.912,26446,285585960.195,0.11,-0.05,-0.051,12.28
2025-09-26,107.999,108.007,108.089,107.999,34764,375617396.800,0.08,0.0,0.003,16.14
2025-09-29,108.066,108.028,108.066,108.019,23639,255430994.772,0.04,0.02,0.021,10.97
2025-09-30,108.125,108.153,108.156,108.062,26928,291028169.500,0.09,0.12,0.125,12.50
2025-10-09,108.153,108.169,108.17,108.115,32479,351291844.500,0.05,0.01,0.016,15.08
2025-10-10,108.189,108.133,108.247,108.122,70783,765532202.530,0.12,-0.03,-0.036,32.86
2025-10-13,108.152,108.14,108.177,108.13,77512,838294558.500,0.04,0.01,0.007,35.98
2025-10-14,108.14,108.174,108.198,108.125,27622,298696125.100,0.07,0.03,0.034,12.82
2025-10-15,108.173,108.151,108.19,108.134,54240,586647793.000,0.05,-0.02,-0.023,25.18
2025-10-16,108.14,108.181,108.217,108.14,81894,885871402.500,0.07,0.03,0.030,38.02
2025-10-17,108.182,108.212,108.228,108.181,32298,349469156.100,0.04,0.03,0.031,14.99
2025-10-20,108.212,108.175,108.251,108.165,91600,990962779.600,0.08,-0.03,-0.037,42.52
2025-10-21,108.176,108.2,108.235,108.143,33526,362721005.900,0.09,0.02,0.025,15.56
2025-10-22,108.2,108.198,108.222,108.18,1299,14054576.600,0.04,0.0,-0.002,0.60
2025-10-23,108.273,108.19,108.273,108.173,35577,384955633.780,0.09,-0.01,-0.008,16.52
2025-10-24,108.19,108.214,108.221,108.19,83663,905308802.100,0.03,0.02,0.024,38.84
2025-10-27,108.214,108.214,108.225,108.18,35173,380617206.700,0.04,0.0,0.000,16.33
2025-10-28,108.289,108.326,108.34,108.286,36218,392308403.900,0.05,0.1,0.112,16.81
2025-10-29,108.3,108.422,108.451,108.3,60698,658139880.336,0.14,0.09,0.096,28.18
2025-10-30,108.435,108.422,108.435,108.338,60724,658311131.300,0.09,0.0,0.000,28.19
2025-10-31,108.44,108.49,108.52,108.44,61952,671979537.500,0.07,0.06,0.068,28.76
2025-11-03,108.48,108.471,108.536,108.441,83590,906781808.000,0.09,-0.02,-0.019,38.80
2025-11-04,108.471,108.471,108.48,108.413,98225,1065397385.200,0.06,0.0,0.000,45.60
2025-11-05,108.56,108.478,108.56,108.463,28032,304088862.700,0.09,0.01,0.007,13.01
2025-11-06,108.48,108.43,108.48,108.406,28641,310614796.900,0.07,-0.04,-0.048,13.30
2025-11-07,108.43,108.41,108.499,108.403,52397,568089438.400,0.09,-0.02,-0.020,24.32
2025-11-10,108.41,108.401,108.426,108.362,65986,715327268.600,0.06,-0.01,-0.009,30.63
2025-11-11,108.403,108.445,108.453,108.403,23487,254674487.100,0.05,0.04,0.044,10.90
2025-11-12,108.445,108.48,108.489,108.444,26961,292403902.100,0.04,0.03,0.035,12.52
2025-11-13,108.48,108.462,108.495,108.461,22783,247127247.100,0.03,-0.02,-0.018,10.58
2025-11-14,108.467,108.485,108.494,108.466,734,7962810.600,0.03,0.02,0.023,0.34
2025-11-17,108.488,108.51,108.515,108.487,97809,1061248531.300,0.03,0.02,0.025,45.40
2025-11-18,108.511,108.496,108.525,108.49,28651,310863749.600,0.03,-0.01,-0.014,13.30
2025-11-19,108.496,108.493,108.496,108.478,35700,387288441.700,0.02,0.0,-0.003,16.57
2025-11-20,108.491,108.493,108.532,108.491,27882,302517897.791,0.04,0.0,0.000,12.94
2025-11-21,108.508,108.507,108.528,108.499,136715,1483424211.700,0.03,0.01,0.014,63.46
2025-11-24,108.508,108.518,108.573,108.508,33424,362710771.100,0.06,0.01,0.011,15.52
2025-11-25,108.518,108.535,108.551,108.514,36010,390839561.900,0.03,0.02,0.017,16.72
2025-11-26,108.529,108.474,108.542,108.47,61052,662378613.600,0.07,-0.06,-0.061,28.34
2025-11-27,108.474,108.478,108.49,108.451,39547,429004598.600,0.04,0.0,0.004,18.36
2025-11-28,108.486,108.492,108.514,108.48,58303,632558496.700,0.03,0.01,0.014,27.06
2025-12-01,108.492,108.525,108.539,108.472,28013,303945199.300,0.06,0.03,0.033,13.00
2025-12-02,108.515,108.514,108.536,108.489,30397,329891320.100,0.04,-0.01,-0.011,14.11
2025-12-03,108.511,108.516,108.534,108.509,52484,569519972.000,0.02,0.0,0.002,24.36
2025-12-04,108.5,108.401,108.5,108.4,36759,398595424.300,0.09,-0.11,-0.115,17.06
2025-12-05,108.415,108.449,108.454,108.4,38646,419111888.400,0.05,0.04,0.048,17.94
2025-12-08,108.447,108.443,108.465,108.425,35818,388455108.025,0.04,-0.01,-0.006,16.63
2025-12-09,108.45,108.493,108.519,108.45,23999,260374264.300,0.06,0.05,0.050,11.14
2025-12-10,108.492,108.529,108.535,108.478,50386,546787392.500,0.05,0.03,0.036,23.39
2025-12-11,108.53,108.562,108.613,108.53,122501,1329890301.100,0.08,0.03,0.033,56.87
2025-12-12,108.614,108.57,108.614,108.559,49092,532993416.800,0.05,0.01,0.008,22.79
2025-12-15,108.558,108.544,108.569,108.53,96466,1047100358.900,0.04,-0.02,-0.026,44.78
2025-12-16,108.501,108.553,108.565,108.501,36405,395176169.300,0.06,0.01,0.009,16.90
2025-12-17,108.553,108.587,108.598,108.553,35279,383074171.100,0.04,0.03,0.034,16.38
2025-12-18,108.587,108.63,108.648,108.587,40557,440580364.400,0.06,0.04,0.043,18.83
2025-12-19,108.632,108.648,108.73,108.63,118344,1285769390.300,0.09,0.02,0.018,54.94
2025-12-22,108.66,108.634,108.72,108.624,3322,36094902.300,0.09,-0.01,-0.014,1.54
2025-12-23,108.639,108.701,108.705,108.639,53814,584898810.400,0.06,0.06,0.067,24.98
2025-12-24,108.701,108.666,108.723,108.66,59758,649415915.900,0.06,-0.03,-0.035,27.74
2025-12-25,108.679,108.689,108.71,108.676,24959,271275629.100,0.03,0.02,0.023,11.59
2025-12-26,108.69,108.71,108.72,108.69,38709,420792204.900,0.03,0.02,0.021,17.97
2025-12-29,108.7,108.623,108.706,108.602,46853,508943552.700,0.10,-0.08,-0.087,21.75
2025-12-30,108.633,108.633,108.69,108.61,30526,331598596.000,0.07,0.01,0.010,14.17
2025-12-31,108.663,108.669,108.675,108.608,29468,320142229.800,0.06,0.03,0.036,13.68
2026-01-05,108.668,108.541,108.668,108.54,36758,399192564.638,0.12,-0.12,-0.128,17.06
2026-01-06,108.582,108.578,108.59,108.513,33956,368601993.100,0.07,0.03,0.037,15.76
2026-01-07,108.57,108.558,108.582,108.515,27041,293607859.600,0.06,-0.02,-0.020,12.55
2026-01-08,108.558,108.606,108.612,108.558,27600,299710002.500,0.05,0.04,0.048,12.81
2026-01-09,108.608,108.637,108.646,108.592,32126,348928803.600,0.05,0.03,0.031,14.91
2026-01-12,108.637,108.673,108.679,108.555,36663,398377927.700,0.11,0.03,0.036,17.02
2026-01-13,108.668,108.662,108.691,108.662,20937,227521794.987,0.03,-0.01,-0.011,9.72
2026-01-14,108.662,108.624,108.721,108.6,16080,174689114.900,0.11,-0.03,-0.038,7.46
2026-01-15,108.663,108.66,108.68,108.626,36351,394999463.765,0.05,0.03,0.036,16.87
2026-01-16,108.669,108.726,108.74,108.668,81838,889657223.655,0.07,0.06,0.066,37.99
2026-01-19,108.733,108.766,108.766,108.71,49030,533167297.700,0.05,0.04,0.040,22.76
2026-01-20,108.758,108.785,108.788,108.714,26575,289068720.600,0.07,0.02,0.019,12.34
2026-01-21,108.784,108.74,108.789,108.727,103449,1124956551.200,0.06,-0.04,-0.045,48.02
2026-01-22,108.745,108.743,108.766,108.742,23717,257913039.600,0.02,0.0,0.003,11.01
2026-01-23,108.756,108.751,108.767,108.738,34543,375670395.160,0.03,0.01,0.008,16.04
2026-01-26,108.779,108.777,108.787,108.753,30582,332632572.355,0.03,0.02,0.026,14.20
2026-01-27,108.778,108.787,108.789,108.769,144938,1576634420.848,0.02,0.01,0.010,67.28
2026-01-28,108.778,108.838,108.848,108.778,41212,448521011.600,0.06,0.05,0.051,19.13
2026-01-29,108.833,108.832,108.863,108.821,24464,266261110.726,0.04,-0.01,-0.006,11.36
2026-01-30,108.83,108.858,108.858,108.815,70468,766972730.500,0.04,0.02,0.026,32.71
2026-02-02,108.856,108.832,108.878,108.83,41474,451394034.000,0.04,-0.02,-0.026,19.25
2026-02-03,108.834,108.848,108.853,108.766,55691,605971747.500,0.08,0.01,0.016,25.85
2026-02-04,108.842,108.86,108.867,108.842,27148,295540074.800,0.02,0.01,0.012,12.60
2026-02-05,108.861,108.86,108.877,108.817,46124,502112637.229,0.06,0.0,0.000,21.41
2026-02-06,108.91,108.901,108.916,108.871,59251,645250461.669,0.04,0.04,0.041,27.50
2026-02-09,108.925,108.96,108.963,108.909,26102,284402829.570,0.05,0.05,0.059,12.12
2026-02-10,108.961,108.991,108.995,108.93,35048,381923631.300,0.06,0.03,0.031,16.27
2026-02-11,109.011,108.99,109.022,108.971,18883,205825787.500,0.05,0.0,-0.001,8.77
2026-02-12,109.006,109.026,109.036,108.973,8313,90609645.300,0.06,0.03,0.036,3.86
2026-02-13,109.045,109.035,109.066,109.019,57467,626674410.079,0.04,0.01,0.009,26.68
2026-02-24,109.034,109.01,109.034,108.975,23421,255305197.772,0.05,-0.02,-0.025,10.87
2026-02-25,109.023,109.027,109.027,109.002,6065,66116775.187,0.02,0.02,0.017,2.82
2026-02-26,109.012,108.932,109.012,108.931,73742,803587572.200,0.07,-0.09,-0.095,34.23
2026-02-27,108.97,108.998,109.015,108.966,93614,1020171674.400,0.04,0.06,0.066,43.46
2026-03-02,108.998,109.058,109.074,108.998,43983,479611510.800,0.07,0.06,0.060,20.42
2026-03-03,109.048,109.082,109.099,109.048,34015,371040480.700,0.05,0.02,0.024,15.79
2026-03-04,109.082,109.153,109.175,109.082,55840,609343248.900,0.09,0.07,0.071,25.92
2026-03-05,109.155,109.137,109.159,109.134,28983,316323936.300,0.02,-0.01,-0.016,13.45
2026-03-06,109.13,109.159,109.178,109.13,9994,109088015.100,0.04,0.02,0.022,4.64
2026-03-09,109.145,109.07,109.145,109.037,11526,125700046.900,0.10,-0.08,-0.089,5.35
2026-03-10,109.083,109.119,109.119,109.081,61912,675470846.600,0.03,0.04,0.049,28.74
2026-03-11,109.119,109.112,109.121,109.099,18498,201838327.617,0.02,-0.01,-0.007,8.59
2026-03-12,109.101,109.161,109.164,109.101,29550,322471200.300,0.06,0.04,0.049,13.72
2026-03-13,109.181,109.201,109.222,109.175,36970,403710999.700,0.04,0.04,0.040,17.16
2026-03-16,109.19,109.22,109.281,109.161,41503,453211384.716,0.11,0.02,0.019,19.27
2026-03-17,109.221,109.229,109.257,109.195,45226,493891623.812,0.06,0.01,0.009,20.99
